LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT
48.760379999999998,-121.168139999999994,319.269999999999982,1.230000000000000,1.100000000000000,2023/08/17,"0514",Terra,MODIS,"98",6.1NRT,293.920000000000016,21.210000000000001,N
48.758510000000001,-121.165390000000002,313.860000000000014,1.150000000000000,1.070000000000000,2023/08/17,"1021",Aqua,MODIS,"88",6.1NRT,293.339999999999975,15.070000000000000,N
48.756509999999999,-121.148790000000005,312.470000000000027,1.150000000000000,1.070000000000000,2023/08/17,"1021",Aqua,MODIS,"85",6.1NRT,293.110000000000014,13.830000000000000,N
48.749389999999998,-121.170429999999996,315.000000000000000,1.150000000000000,1.070000000000000,2023/08/17,"1021",Aqua,MODIS,"90",6.1NRT,293.759999999999991,16.190000000000001,N
48.747360000000000,-121.153499999999994,306.930000000000007,1.150000000000000,1.070000000000000,2023/08/17,"1021",Aqua,MODIS,"70",6.1NRT,293.470000000000027,8.940000000000000,N
48.740169999999999,-121.174760000000006,323.680000000000007,1.150000000000000,1.070000000000000,2023/08/17,"1021",Aqua,MODIS,"100",6.1NRT,292.680000000000007,25.230000000000000,N
48.738239999999998,-121.158519999999996,320.079999999999984,1.150000000000000,1.070000000000000,2023/08/17,"1021",Aqua,MODIS,"100",6.1NRT,293.750000000000000,20.430000000000000,N
48.722400000000000,-121.189620000000005,303.410000000000025,1.150000000000000,1.070000000000000,2023/08/17,"1021",Aqua,MODIS,"35",6.1NRT,290.680000000000007,6.300000000000000,N
48.756050000000002,-121.167259999999999,342.910000000000025,1.000000000000000,1.000000000000000,2023/08/17,"1845",Terra,MODIS,"92",6.1NRT,300.870000000000005,43.100000000000001,D
48.754109999999997,-121.154110000000003,327.800000000000011,1.000000000000000,1.000000000000000,2023/08/17,"1845",Terra,MODIS,"80",6.1NRT,304.189999999999998,20.379999999999999,D
48.747280000000003,-121.170060000000007,334.389999999999986,1.000000000000000,1.000000000000000,2023/08/17,"1845",Terra,MODIS,"87",6.1NRT,300.730000000000018,29.460000000000001,D
48.738140000000001,-121.178950000000000,332.660000000000025,1.000000000000000,1.000000000000000,2023/08/17,"1845",Terra,MODIS,"86",6.1NRT,297.370000000000005,25.329999999999998,D
48.736199999999997,-121.165729999999996,327.240000000000009,1.000000000000000,1.000000000000000,2023/08/17,"1845",Terra,MODIS,"75",6.1NRT,299.240000000000009,18.160000000000000,D
48.720619999999997,-121.184950000000001,323.930000000000007,1.000000000000000,1.000000000000000,2023/08/17,"1845",Terra,MODIS,"59",6.1NRT,303.600000000000023,15.090000000000000,D
48.713830000000002,-121.200990000000004,351.680000000000007,1.000000000000000,1.000000000000000,2023/08/17,"1845",Terra,MODIS,"96",6.1NRT,303.160000000000025,57.869999999999997,D
48.711889999999997,-121.187719999999999,358.339999999999975,1.000000000000000,1.000000000000000,2023/08/17,"1845",Terra,MODIS,"99",6.1NRT,305.089999999999975,74.269999999999996,D
48.703159999999997,-121.190500000000000,322.610000000000014,1.000000000000000,1.000000000000000,2023/08/17,"1845",Terra,MODIS,"29",6.1NRT,300.870000000000005,13.580000000000000,D
48.755820000000000,-121.179320000000004,338.379999999999995,1.100000000000000,1.040000000000000,2023/08/17,"2129",Aqua,MODIS,"83",6.1NRT,297.470000000000027,38.719999999999999,D
48.757390000000001,-121.166210000000007,358.629999999999995,1.100000000000000,1.050000000000000,2023/08/17,"2129",Aqua,MODIS,"93",6.1NRT,297.350000000000023,87.870000000000005,D
48.744970000000002,-121.190219999999997,337.959999999999980,1.100000000000000,1.040000000000000,2023/08/17,"2129",Aqua,MODIS,"88",6.1NRT,299.769999999999982,36.789999999999999,D
48.735560000000000,-121.189019999999999,444.139999999999986,1.100000000000000,1.040000000000000,2023/08/17,"2129",Aqua,MODIS,"100",6.1NRT,315.279999999999973,718.879999999999995,D
48.737620000000000,-121.172359999999998,471.279999999999973,1.100000000000000,1.040000000000000,2023/08/17,"2129",Aqua,MODIS,"94",6.1NRT,320.160000000000025,1165.559999999999945,D
48.725990000000003,-121.188950000000006,338.050000000000011,1.100000000000000,1.040000000000000,2023/08/17,"2129",Aqua,MODIS,"87",6.1NRT,298.980000000000018,33.140000000000001,D
48.728180000000002,-121.171260000000004,366.149999999999977,1.100000000000000,1.040000000000000,2023/08/17,"2129",Aqua,MODIS,"100",6.1NRT,305.350000000000023,106.299999999999997,D
48.715159999999997,-121.199830000000006,341.649999999999977,1.100000000000000,1.040000000000000,2023/08/17,"2129",Aqua,MODIS,"90",6.1NRT,306.220000000000027,41.479999999999997,D
48.716990000000003,-121.184799999999996,330.600000000000023,1.100000000000000,1.040000000000000,2023/08/17,"2129",Aqua,MODIS,"71",6.1NRT,304.769999999999982,21.570000000000000,D
